中分類ID,中分類,小分類ID,小分類,種別,通し番号 ,優先度,割り当て時間数（h）, DS-BoK KA番号,内容
F,ソフトウェア工学,1,ソフトウェアの設計と開発,知識,ACM-41-04,T1,1.5,KA02.06,データ・ライフサイクルを理解している．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,知識,ACM-41-05,T2,1.5,KA02.06,プロジェクト・マネジメントの方法論を理解している．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-06,E,3,KA02.06,組み込み，プロセス制御および通信システムとの統合を理解している．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-07,T1,1.5,KA02.06,コーディング標準を説明できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-08,T1,1.5,KA02.06,プロジェクトにおける設計標準を説明できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-09,T1,1.5,KA02.06,情報管理/データベースシステムとの統合や相互連携の方法を記述できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-10,T1,1.5,KA02.06,複数の分野において異なるテスト方法論およびニーズの範囲と種類を説明できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-11,T1,3,KA02.06,設計仕様を満たす小規模なソフトウェアプロジェクトを，独力で実装できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-12,T1,6,KA02.06,設計仕様を満たすソフトウェアプロジェクトを，チームで完成させることができる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-13,T1,3,KA02.06,与えられた設計，文書化，および実装の基準を遵守できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-14,T1,3,KA02.06,単純なプログラムで基本的なソフトウェアのライフサイクルを実行できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-15,T1,3,KA02.06,単純なデータ処理ソフトウェアを用いて基本的なデータ（サイエンス）ライフサイクルを実行できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-16,T1,1.5,KA02.06,情報管理システムやデータベースシステムとの統合または相互作用が行える．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-17,T2,2,KA02.06,与えられたプロジェクト管理の方法論を実行できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-18,T2,1.5,KA02.06,ステークホルダーの仕様を満たすソフトウェアプロジェクトの計画と設計をチームで実施できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-19,T2,1.5,KA02.06,チームのリーダーとして，ステークホルダーの要件を満たしつつ，プロジェクトを完成まで導くことができる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-20,T2,1.5,KA02.06,ソフトウェアのライフサイクルの適切な段階でデータに基づく意思決定を行うために，データサイエンスのライフサイクルを実現できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,ACM-41-21,E,6,KA02.06,組込みシステム，プロセス制御システム，通信システムとの統合または相互連携が行える．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,DS-099,T1,1,KA03.02,データベースから何らかのデータ抽出方法を活用し，小規模なExcelのデータセットを作成できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,DS-100,E,2,KA03.02,オープンデータを収集して活用する分析システムの要件を整理できる．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,スキル,IPSJ-13,E,3,KA02.06,アジャイル開発を実践できる．【備考】SWEBOK 2021準拠項目
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,IPSJ-14,E,3,KA02.06,DevOpsを実践できる．【備考】SWEBOK 2021準拠項目
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-22,T1,2,KA02.06,尊敬，多様性，協調の上に築かれたチームの価値を認識し，協調的かつ倫理的に振る舞う．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-23,T1,1.5,KA02.06,プロジェクトのコーディング標準と設計基準を遵守することの意義を確信している．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-24,T1,1.5,KA02.06,協調性と柔軟性があり，聞き上手で，アイデアを提示する能力と交渉力がある．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-25,T1,1.5,KA02.06,ライフサイクルを踏まえたマインドセットを持ち，データやソフトウェアプロジェクトに取り組むことに強いコミットメントを持つ．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-26,T1,1.5,KA02.06,テスト駆動型開発の利点を認識している．
F,ソフトウェア工学,1,ソフトウェアの設計と開発,態度,ACM-41-27,T2,1.5,KA02.06,尊敬，傾聴，責任などの原則に従って，倫理を守りつつプロジェクトを完成まで導いている．
F,ソフトウェア工学,2,ソフトウェアテスト,知識,ACM-41-28,T2,1.5,KA02.06,プロジェクトのコーディングおよび設計基準の遵守にコミットしており，チームメンバーにもそれを促進し，奨励している．
F,ソフトウェア工学,2,ソフトウェアテスト,知識,ACM-42-01,T1,3,KA02.06,様々なテスト（ユニットテスト，動的テスト，統合テスト，インターフェーステスト，回帰テスト，システムテスト，セキュリティテスト）のパラダイムと必要性を理解している．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-02,T2,3,KA02.06,プログラムにおける潜在的なセキュリティ問題（バッファ等のオーバーフロー，競合条件，権限の選択を含む不適切な初期化，入力データの検査漏れ，成功ないし正しさに関する思いこみ，前提条件の検証漏れ）
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-03,T1,2,KA02.06,様々な分野の異なるテストパラダイムと必要性の範囲と種類を定義し，説明できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-04,T1,2,KA02.06,基本的なテスト（ユニットテスト，動的テスト，統合テスト）を設計できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-05,T2,1.5,KA02.06,大規模データを扱うプログラムを実行する前に，小規模データでアルゴリズムをテストするために，ビッグデータのデータセットから代表的なデータを抽出できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-06,T2,2,KA02.06,インターフェーステスト，ユーザーテスト，回帰テスト，システムテスト，セキュリティテストを行うためのテスト仕様書を作成できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-08,T2,3,KA02.06,統計的有意性の検定を用いてプログラムの実行結果を評価できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-09,T2,1.5,KA02.06,ソフトウェアシステムで考えられるリスクの種類を説明できる．
F,ソフトウェア工学,2,ソフトウェアテスト,スキル,ACM-42-10,T2,1.5,KA02.06,安全なコーディングと防御的なコーディングの実践について説明できる．
F,ソフトウェア工学,2,ソフトウェアテスト,態度,ACM-42-11,E,6,KA02.06,複数の応用分野においてテストの設計，開発，実行が行える．
F,ソフトウェア工学,2,ソフトウェアテスト,態度,ACM-42-13,T1,1.5,KA02.06,基本的なソフトウェアおよびデータプロジェクトの推進に対して，テスト駆動（ユニットテスト，実行テスト，統合テスト）の観点から取り組むことに強いコミットメントを持つ．
F,ソフトウェア工学,2,ソフトウェアテスト,態度,ACM-42-14,T2,1.5,KA02.06,テスト駆動（特にセキュリティテスト，インターフェーステスト，ユーザーテスト，回帰テスト，システムテスト）の観点からソフトウェア開発およびデータプロジェクト開発に取り組むことに強いコミットメントを持つ．
F,ソフトウェア工学,3,関連分野との連携,スキル,ACM-42-15,E,3,KA02.06,テスト駆動型開発における多面的な観点を踏まえて，ソフトウェアおよびデータプロジェクトに全体的に取り組むことに強いコミットメントを持つ．
F,ソフトウェア工学,3,関連分野との連携,スキル,IPSJ-10,E,4.5,KA02.06,AIデザインパターンを含むソフトウェア開発が行える．【備考】SWEBOK 2021準拠項目
F,ソフトウェア工学,3,関連分野との連携,スキル,IPSJ-11,E,4.5,KA02.06,IoTデザインパターンを含むソフトウェア開発が行える．【備考】SWEBOK 2021準拠項目
G1,データ収集，管理，ガバナンス,1,データベースの基礎,知識,IPSJ-12,E,3,KA02.06,価値創造および価値提案が行える．【備考】SWEBOK 2021準拠項目
G1,データ収集，管理，ガバナンス,1,データベースの基礎,知識,IPSJ-15,T1,1,KA03.02,データベースの役割と目的を理解している．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,知識,IPSJ-16,T1,1,KA03.02,関係データベースおよび非関係データベースのモデル、特性を理解し、説明できる．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,知識,IPSJ-17,T1,1,KA03.02,データベースシステムにおける永続性やデータ独立性について説明できる．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,知識,IPSJ-18,T2,1,KA03.02,最新のデータベースシステムの目的と機能を説明できる．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,スキル,IPSJ-19,T2,1,KA03.02,データベースシステムの可用性、信頼性およびリカバリーについて説明できる．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,スキル,DS-104,T1,0.5,KA03.02,扱うデータが，構造化データ(顧客データ，商品データ，在庫データなど）か非構造化データ（雑多なテキスト，音声，画像，動画など）なのかを判断できる．
G1,データ収集，管理，ガバナンス,1,データベースの基礎,スキル,DS-105,T1,1,KA03.02,ER図を読んでテーブル間のリレーションシップを理解できる．
G1,データ収集，管理，ガバナンス,2,データ収集,知識,DS-106,E,2,KA03.02,正規化手法（第一正規化～第三正規化）を用いてテーブルを正規化できる．
G1,データ収集，管理，ガバナンス,2,データ収集,知識,ACM-01-01,T1,0.27,KA03.03,データのソース
G1,データ収集，管理，ガバナンス,2,データ収集,知識,ACM-01-02,T1,0.27,KA03.03,"pull-based, push-based アプローチ"
G1,データ収集，管理，ガバナンス,2,データ収集,知識,ACM-01-03,T1,0.27,KA03.03,収集するデータの特徴に基づいた多様なデータの収集
G1,データ収集，管理，ガバナンス,2,データ収集,知識,ACM-01-04,T1,0.27,KA03.03,データ収集を促進するための技術
G1,データ収集，管理，ガバナンス,2,データ収集,知識,ACM-01-05,T1,0.27,KA03.03,データの離散化手法
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-01-06,T1,0.27,KA03.03,セキュリティとプライバシーの基準とベストプラクティススキル
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-01-07,T1,0.27,KA03.03,データを活用するためのデータソースの選択
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-01-08,T1,0.27,KA03.03,データソースとデータの活用目的の特徴に基づいたデータ収集のための設計技術
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-01-09,T1,0.27,KA03.03,データの離散化，転送，保存などを含む，その後の手続き
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-01-10,T2,0.27,KA03.03,データ活用に基づいてデータを取得するための加速化および並列化戦略の設計
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,ACM-02,T2,6,KA03.03,文書ファイル，Webページ，マルチメディアデータから情報を抽出できる．データマイニング(ACM16)の情報抽出に関する知識を参照のこと．
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,DS-101,E,1,KA03.02,対象プラットフォームが提供する機能（SDKやAPIなど）の概要を説明できる．
G1,データ収集，管理，ガバナンス,2,データ収集,スキル,DS-102,E,1,KA03.02,Webクローラー・スクイピングツールを用いてWebサイト上の静的コンテンツを分析用データとして収集できる．
G1,データ収集，管理，ガバナンス,2,データ収集,態度,DS-103,T1,2,KA03.02,対象プラットフォームに用意された機能（HTTP，FTP，SSHなど）を用い，データを収集先に格納するための機能を実装できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,ACM-01-11,T1,0.27,KA03.03,データ収集における精度と効率のトレードオフを評価する能力においてビジネス的な洞察力を示す．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-078,T1,0.5,KA03.02 KA02.05,名義尺度の変数をダミー変数に変換できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-079,T1,0.5,KA03.02 KA02.05,標準化とは何かを知っていて，適切に標準化が行える．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-080,T1,0.5,KA03.02 KA02.05,外れ値・異常値・欠損値とは何かそれぞれ知っていて，指示のもと適切に検出と除去・変数などの対応ができる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-081,E,0.5,KA03.02 KA02.05,分析要件や各変数の分布などをふまえて，必要に応じてビン化のカテゴライズやビン化を設計・実行できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-082,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，条件を指定してフィルタリングできる．（特定値に合致する・もしくは合致しないデータの抽出，特定範囲のデータの抽出，部分文字列の抽出など）
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-083,E,0.5,KA03.02 KA02.05,正規表現を活用して条件に合致するデータを抽出できる．（メールアドレスの書式を満たしているか判定するなど）
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-084,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，レコード間で特定カラムでのソートができ，数千レコードのデータに対して，カラム間でソートできる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-085,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，単一条件による内部結合，外部結合，自己結合ができ，UNION処理ができる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-086,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，NULL値や想定外・範囲外のデータを持つレコードを取り除く，または規定値に変換できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-087,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，規程されたリストと照合して変換する，都道府県からジオコードに変換するなど，ある値を規定の別の値で表現できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-088,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，ランダムまたは一定間隔にデータを抽出できる．
G1,データ収集，管理，ガバナンス,3,データ加工,スキル,DS-089,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対して，合計や最大値，最小値，レコード数を算出できる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-090,T1,0.5,KA03.02 KA02.05,数十万レコードのデータに対する四則演算ができ，数値データを日時データに変換するなど別のデータ型に変換できる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-091,T1,0.25,KA03.02 KA02.05,加工・分析処理結果をCSV，XML，JSON，Excelなどの指定フォーマット形式に変換してエクスポートできる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-092,T1,0.5,KA03.02 KA02.05,加工・分析処理結果を，接続先DBのテーブル仕様に合わせてレコード挿入できる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-093,E,1,KA03.02 KA02.05,データ取得用のWeb API（REST）やWebサービス(SOAP）などを用いて，必要なデータを取得できる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-094,T1,0.5,KA03.02 KA02.05,FTPサーバー，ファイル共有サーバーなどから必要なデータファイルをダウンロードして，Excelなどの表計算ソフトに取り込み活用できる．
G1,データ収集，管理，ガバナンス,4,データ共有,スキル,DS-095,E,1,KA03.02 KA02.05,BIツールのレポート編集機能を用いて新規レポートを公開できる．
G1,データ収集，管理，ガバナンス,5,データ蓄積,知識,DS-096,E,1,KA03.02 KA02.05,BIツールの自由検索機能を活用し，必要なデータを抽出して，グラフを作成できる．
G1,データ収集，管理，ガバナンス,5,データ蓄積,知識,ACM-03-01,T2,1.2,KA03.03,データの表現：数値，テキスト，イメージ，データの精度
G1,データ収集，管理，ガバナンス,5,データ蓄積,知識,ACM-03-02,T2,1.2,KA03.03,"テキストデータ処理：単語の集まり，語数，ITF-IDF, n-gram, 語句解析，構文解析，意味解析，ストップワードフィルタリング，ステミング，基本的なアプリケーション"
G1,データ収集，管理，ガバナンス,5,データ蓄積,スキル,ACM-03-03,T2,1.2,KA03.03,画像処理，データ表現：整数，特徴，イメージオペレータ，ビデオオペレータの多次元行列，物体認識，高次元特徴抽出
G1,データ収集，管理，ガバナンス,5,データ蓄積,スキル,ACM-03-04,T2,1.2,KA03.03,様々な型のデータに対する基本的な操作を実行するためのプログラムを書けること．基本統計量の計算，n-gramの抽出，イメージに対する操作の実行を行うこと．
G1,データ収集，管理，ガバナンス,5,データ蓄積,スキル,DS-107,E,1,KA03.02,DWHアプライアンス（Oracle Exadata，IBM Integrated Analytics System，Teradataなど）に接続し，複数テーブルを複合したデータを抽出できる．
G1,データ収集，管理，ガバナンス,5,データ蓄積,スキル,DS-108,E,2,KA03.02,Hadoop ・Spark の分散技術の基本的な仕組みと構成を理解している．
G1,データ収集，管理，ガバナンス,5,データ蓄積,スキル,DS-109,E,1,KA03.02,NoSQLデータストア（Hbase，Cassandra，Mongo DB，CouchDB，Redis，Amazon，DynamoDB，Cloudant，Azure Cosmos DBなど）にAPIを介してアクセスし，新規データを登録できる．
G1,データ収集，管理，ガバナンス,5,データ蓄積,態度,DS-110,E,1,KA03.02,クラウド上のストレージサービス（Amazon S3，Google Cloud Starge，IBM Cloud Object Storageなど）に接続しデータを格納できる．
G1,データ収集，管理，ガバナンス,6,システム運用,スキル,ACM-03-05,T2,1.2,KA03.03,情報をエンコードするための，データ型の選択が正確である．
G1,データ収集，管理，ガバナンス,6,システム運用,スキル,DS-097,E,2,KA03.01,サーバー１〜10台規模のシステム構築，システム運用を指示書があれば実行できる．
G1,データ収集，管理，ガバナンス,7,データ管理,知識,DS-098,E,2,KA03.01,数十万レコードを持つデータベースのバックアップ・アーカイブ作成など定常運用ができる．
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-04-01,T1,0.27,KA03.03,政府のデータベース，データウェアハウス，メディエーターベースの情報統合の概念と利用シナリオ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-04-02,T1,0.27,KA03.03,スキーママッピングの概念とアプローチ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-04-03,T1,0.27,KA03.03,データマッピングの概念とアプローチ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-04-04,T1,0.27,KA03.03,データの意味変換の概念とアプローチ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-04-05,T1,0.27,KA03.03,領域を横断するデータを統合するための手法
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-05-01,T1,0.3,KA03.03,データ処理における圧縮と削減の役割
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-05-02,T1,0.3,KA03.03,さまざまなデータサンプリングのアプローチ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-05-03,T1,0.3,KA03.03,データフィルタリングの技術
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-05-04,T1,0.3,KA03.03,データ圧縮技術
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-01,T1,0.25,KA03.03,データ変換パイプライン
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-02,T1,0.25,KA03.03,単純な関数変換の方法とその応用
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-03,T1,0.25,KA03.03,データの標準化とその応用
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-04,T1,0.25,KA03.03,データの正規化とその応用
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-05,T1,0.25,KA03.03,データエンコーディングアプローチとその応用
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-06-06,T1,0.25,KA03.03,データのスムーズなアプローチとその応用
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-07-01,T1,0.3,KA03.03,データ品質の側面
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-07-02,T1,0.3,KA03.03,データ品質を改善するためのアプローチ
G1,データ収集，管理，ガバナンス,7,データ管理,知識,ACM-07-03,T1,0.3,KA03.03,名寄せ（entity resolution），正解データの発見(truth discovery），ルールベースのデータを含むデータクリーニングアルゴリズム
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-07-04,T1,0.3,KA03.03,データ品質ルールのさまざまな形式：機能依存（FD：functional dependencies），条件付き機能依存関係（CFD：conditional functional dependencies），条件付き包含依存関係（CIND：conditionalinclusion dependencies），および一致性依存関係（MD：matching dependencies）
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-04-06,T1,0.27,KA03.03,データ統合のスキームを選択すること．すなわち，従来のデータ統合か，領域を横断するデータを統合するかを選択すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-04-07,T1,0.27,KA03.03,アプリケーションの機能に応じて，データ統合のアーキテクチャを選択すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-04-08,T1,0.27,KA03.03,スキーママッピング，データマッピング，およびデータの意味変換に適したアルゴリズムを選択または開発すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-04-09,T1,0.27,KA03.03,領域を横断するデータを統合するための適切なアルゴリズムを開発すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-05-05,T1,0.3,KA03.03,データの削減と圧縮が必要か否かを調査できること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-05-06,T1,0.3,KA03.03,データのサンプリングとフィルタリングを実行すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-05-07,T2,0.3,KA03.03,データサンプリングの特徴を分析すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-05-08,T2,0.3,KA03.03,計算，通信，格納に関する要求に基づいたデータ圧縮技術のを選択すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-05-09,T2,0.3,KA03.03,問い合わせに適したデータ圧縮のアプローチを開発すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-06-07,T1,0.25,KA03.03,データの次元と範囲と，アプリケーションで要求されている次元と範囲とを比較して評価すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-06-08,T1,0.25,KA03.03,データ変換のプロセスを決定すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-06-09,T1,0.25,KA03.03,特定のタスクに適したデータアルゴリズムを選択すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-06-10,T1,0.25,KA03.03,データ変換の有効性を評価すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-07-05,T1,0.3,KA03.03,データ品質を評価すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-07-06,T1,0.3,KA03.03,アプリケーションとデータの意味論に対する要求に従って，データクリーニングのルールを作成すること．
G1,データ収集，管理，ガバナンス,7,データ管理,スキル,ACM-07-07,T1,0.3,KA03.03,データ品質要求に従ってデータクリーニングパイプラインを開発すること．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-07-08,T1,0.3,KA03.03,効率的かつ効果的なデータクリーニングのためのアルゴリズムを開発すること．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-04-10,T1,0.27,KA03.03,異種のデータソースがもたらす課題について鋭敏である．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-04-11,T1,0.27,KA03.03,データ統合におけるAIの役割について鋭敏である．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-05-10,T1,0.3,KA03.03,データ計算の有効性と効率性のトレードオフを詳細に評価することに注意を払っている．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-06-11,T1,0.25,KA03.03,データを使用するためのデータ変換の重要性に対して鋭敏である．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-06-12,T1,0.25,KA03.03,データ変換とデータ品質の関係に鋭敏である．
G1,データ収集，管理，ガバナンス,7,データ管理,態度,ACM-07-09,T1,0.3,KA03.03,データの品質問題による害に対して鋭敏である．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-07-10,T1,0.3,KA03.03,データ使用におけるデータクリーニングの役割を取り扱うための強い責任感を持っている．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-01,T2,0.5,KA01.03 KA01.04,検索プロセスの効率性を測定するために使うテクニックを理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-02,T2,0.5,KA01.03 KA01.04,情報が効率的に抽出されるために，データを保存し組織化するための様々な手法，すなわち符号化機能の利用について理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-03,T2,0.5,KA01.03 KA01.04,検索戦略の概念，すなわち検索を広げることと狭めることの役割を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-04,T2,0.5,KA01.03 KA01.04,検索過程におけるキーワード選択，すなわちブール演算子の利用方法を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-05,T2,0.5,KA01.03 KA01.04,順序データの検索を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-06,T2,0.5,KA01.03 KA01.04,テキストベースの資料を検索するためのテクニックを理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-07,T2,0.5,KA01.03 KA01.04,ドキュメント集合の検索：選択された項目の名前をリスト化する戦略を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-08,T2,0.5,KA01.03 KA01.04,非テキストベースデータの特徴量同定と特徴量抽出：写真，音声，動画に用いられる検索戦略を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-09,T2,0.5,KA01.03 KA01.04,ハッシュ化，インデキシングとフィルタリングの役割を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-10,T2,0.5,KA01.03 KA01.04,テキストベースの資料を検索するアプローチを理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-11,T2,0.5,KA01.03 KA01.04,リレーショナルデータベースを作成し検索するテクニックを理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,知識,ACM-25-12,T2,0.5,KA01.03 KA01.04,種々のリレーショナルデータベースや，非リレーショナルデータベースや，それ以外のデータベースの形式を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-13,T2,0.5,KA01.03 KA01.04,ウェブベースの情報検索，相互に結合されたノードのグラフとして捉えられたウェブ，グラフ理論から得られる関連指標，ウェブベースの検索を促進するPageRankと関連指標を理解している．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-14,T2,0.5,KA01.03 KA01.04,所与の情報検索タスクに対して検索戦略を工夫できる．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-15,T2,0.5,KA01.03 KA01.04,情報検索過程に関連するかもしれない倫理的懸念について説明できる．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-16,T2,0.5,KA01.03 KA01.04,検索をスピードアップするための並列化技術の利用が適切な状況を特定できる．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-17,T2,0.5,KA01.03 KA01.04,ウェブベースの検索を下支えする効果的な戦略の主な要素の概要を説明できる．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-18,T2,0.5,KA01.03 KA01.04,画像，録音，動画に関連する情報検索タスクにおいて使えるソフトウェアを特定できる．
G1,データ収集，管理，ガバナンス,8,情報検索,スキル,ACM-25-19,T2,0.5,KA01.03 KA01.04,SQLを使って，リレーショナルデータベース構造を作成し利用できる．
G1,データ収集，管理，ガバナンス,8,情報検索,態度,ACM-25-20,T2,0.5,KA01.03 KA01.04,デジタル図書館の運用において，情報検索が果たし得る役割を説明できる．
G2,プロフェッショナリズム,1,継続研鑽,知識,ACM-25-21,T2,0.5,KA01.03 KA01.04,情報検索のための効率的で効果的なアプローチを下支えする種々の考慮の重要性を認識し，その大切さを理解している．
